go_struct,type_token,field_name,json_key,declared_in,go_type,container,ref_struct,values,applicable,required,required_when,default,default_by,evidence,evidence_ref,deprecated,corpus_count,corpus_prod_count,harness,review,reviewed_hash,description,notes
InputChannelConfig,memory,SamplingMaxCount,sampling_max_count,InputChannelConfig,int,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:781,no,0,0,untestable,reviewed,a9650022f7f9,Cap on the sampled rows.,"applicable/required ruled na by Michel (2026-08-16, twice): the initial na was overturned mid-apply against 10 corpus occurrences, then reinstated once the occurrences were traced - they were on memory error channels (process_errors.out/infer_errors.out), where sampling is inert (implemented only in the file loaders; the first input channel is a distinct thing, hoisted to channelRegistry.InputRowChannel). The 10 inert entries were removed from the 9 corpus files and the intended error cap is now the operators' own on_error/max_error_count."
InputChannelConfig,memory,HasGroupedRows,has_grouped_rows,InputChannelConfig,bool,scalar,-,-,yes,no,-,-,none,builder,jets/compute_pipes/pipes_runtime_model.go:194,no,11,10,pass,reviewed,8434ad5c3b59,"HasGroupedRows indicates that the channel contains grouped rows, most likely from the group_by or merge operator.",applicable/required ruled by Michel 2026-08-16 (bucket-2 review)
InputChannelConfig,memory,MergeChannels,merge_channels,InputChannelConfig,[]InputChannelConfig,array,InputChannelConfig,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:783,no,0,0,untestable,reviewed,0390ae2edcc6,Input channels merged into this one.,applicable/required ruled by Michel 2026-08-16 (bucket-2 review): the token never reads this field.
InputChannelConfig,memory,NbrNodesAny,nbr_nodes,InputChannelConfig,any,any,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:771,no,0,0,untestable,reviewed,1ab6fa9aeb45,Nbr of nodes for the generator; int or string with env var substitution.,Generator parameters; type generator only.
InputChannelConfig,memory,NbrRowsAny,nbr_rows,InputChannelConfig,any,any,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:771,no,0,0,untestable,reviewed,a650c13d99fb,Nbr of rows to generate; int or string with env var substitution.,Generator parameters; type generator only.
InputChannelConfig,input,Comment,comment,InputChannelConfig,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:753,no,0,0,pass,reviewed,26d25f2beb73,Free text for the reader; ignored by JetStore.,-
InputChannelConfig,input,BadRowsConfig,bad_rows_config,FileConfig,*BadRowsSpec,object,BadRowsSpec,-,yes,no,-,-,none,corpus,-,no,4,4,pass,reviewed,860921a8daad,BadRowsConfig: Specify how to handle bad rows.,-
InputChannelConfig,input,BlankFieldMarkers,blank_field_markers,FileConfig,*BlankFieldMarkersSpec,object,BlankFieldMarkersSpec,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:313,no,0,0,pass,reviewed,d3b6d5b38857,Marker texts treated as blank (null) values.,-
InputChannelConfig,input,Bucket,bucket,FileConfig,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:314,no,0,0,pass,reviewed,01c6023411a2,S3 bucket holding the file.,-
InputChannelConfig,input,Compression,compression,FileConfig,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:315,no,0,0,pass,reviewed,3c3a652e3585,"Compression: none, snappy (parquet: always snappy)",-
InputChannelConfig,input,Delimiter,delimiter,FileConfig,rune,scalar,-,-,yes,no,-,44,builder,comment,jets/compute_pipes/pipes_model.go:316,no,0,0,pass,reviewed,251f808d2656,"Field delimiter, as a code point (a json number).",-
InputChannelConfig,input,DetectCrAsEol,detect_cr_as_eol,FileConfig,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:317,no,0,0,pass,reviewed,c4634be3e69f,"DetectCrAsEol: Detect if \r is used as eol (format: csv,headerless_csv)",-
InputChannelConfig,input,DetectEncoding,detect_encoding,FileConfig,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:318,no,0,0,pass,reviewed,02956ec3d111,DetectEncoding: Detect file encoding (limited) for text file format,-
InputChannelConfig,input,DiscardFileHeaders,discard_file_headers,FileConfig,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:319,no,0,0,pass,reviewed,787ab23484ae,"DiscardFileHeaders: when true, discard the headers from the input file (typically for csv format).",-
InputChannelConfig,input,DomainClass,domain_class,FileConfig,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:320,no,0,0,pass,reviewed,0dda288016ea,Domain class of the records.,-
InputChannelConfig,input,DomainKeys,domain_keys,FileConfig,map[string]any,map,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:321,no,0,0,pass,reviewed,83d4eec418c2,Domain key configuration for the records.,-
InputChannelConfig,input,DropExcedentHeaders,drop_excedent_headers,FileConfig,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:322,no,0,0,pass,reviewed,8145f892058d,Drop headers beyond the configured columns.,-
InputChannelConfig,input,Encoding,encoding,FileConfig,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:323,no,0,0,pass,reviewed,b386e5c837a1,Character encoding of the file.,-
InputChannelConfig,input,EnforceRowMaxLength,enforce_row_max_length,FileConfig,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:324,no,0,0,pass,reviewed,9533e7355893,Fail rows with extra characters past the last field (text formats).,-
InputChannelConfig,input,EnforceRowMinLength,enforce_row_min_length,FileConfig,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:325,no,0,0,pass,reviewed,5b70976f3d53,Require all columns in the input record; otherwise missing columns are null (text formats).,-
InputChannelConfig,input,EolByte,eol_byte,FileConfig,byte,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:326,no,0,0,pass,reviewed,cd898866c3db,"EolByte: Byte to use as eol (format: csv,headerless_csv)",-
InputChannelConfig,input,FailOnEmptyColumnName,fail_on_empty_column_name,FileConfig,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:327,no,0,0,pass,reviewed,8a18c55003a1,"Fail when a column name is empty (csv), preventing a data row from standing as headers.",-
InputChannelConfig,input,FileKey,file_key,FileConfig,string,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:328,no,0,0,untestable,reviewed,37aaff678dff,"S3 object key of the file, or its directory when is_part_files; on output configs this is the output location.",applicable/required ruled by Michel 2026-08-16 (bucket-2 review): the token never reads this field.
InputChannelConfig,input,LookbackPeriods,lookback_periods,FileConfig,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:329,no,0,0,pass,reviewed,90466d26f2ca,"Reads earlier source periods when the input is selected by explicit file_key from the stage area: the key is expanded once per period, substituting ${PERIOD_ID}, and the file listings are concatenated. Format: 'N' reads the current period plus N periods back; 'offset:last' reads current-offset back through current-last ('1:1' is the previous period only). Values may reference env vars; ${PERIOD_ID_TYPE} must name the current period id in the env.",-
InputChannelConfig,input,FileName,file_name,FileConfig,string,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:330,no,0,0,untestable,reviewed,8b496daa4501,File name of the output file (type output).,applicable ruled by Michel 2026-08-16 (applicable review): write-side file setting on a file-reading channel.
InputChannelConfig,input,FixedWidthColumnsCsv,fixed_width_columns_csv,FileConfig,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:331,no,0,0,pass,reviewed,4e04fb13ec9e,"Column names and offsets for the fixed_width format, as csv text.",-
InputChannelConfig,input,Format,format,FileConfig,string,scalar,-,-,yes,no,-,-,none,builder,jets/compute_pipes/actions_read_csv_file.go:27,no,0,0,pass,reviewed,126095f8d86e,"Format: csv, headerless_csv, etc.",applicable/required ruled by Michel 2026-08-16 (bucket-2 review)
InputChannelConfig,input,InputFormatDataJson,input_format_data_json,FileConfig,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:333,no,0,0,pass,reviewed,f7a89575c3fb,"Format-specific reader config as json, eg the sheet name for xlsx.",-
InputChannelConfig,input,IsPartFiles,is_part_files,FileConfig,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:334,no,0,0,pass,reviewed,f0dfcbe71fe7,The file key is a directory of part files rather than a single file.,-
InputChannelConfig,input,KeyPrefix,key_prefix,FileConfig,string,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:335,no,0,0,untestable,reviewed,d709d1b6f8d7,Key prefix of the output location; defaults to the input file key path.,applicable ruled by Michel 2026-08-16 (applicable review): write-side file setting on a file-reading channel.
InputChannelConfig,input,MainInputRowCount,main_input_row_count,FileConfig,int64,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:336,no,0,0,untestable,reviewed,8c6b26c8487c,The total record count of the main input: the sum of input_records_count at step reducing00. start_reducing_cp carries it from step to step and exposes it to When expressions as $MAIN_INPUT_ROW_COUNT.,applicable ruled by Michel 2026-08-16 (applicable review): dead-field candidate - no reader of MainInputRowCount anywhere in jets/ (the live one is StartComputePipesArgs's).
InputChannelConfig,input,MultiColumnsInput,multi_columns_input,FileConfig,bool,scalar,-,-,yes,no,-,-,none,corpus,-,no,11,11,pass,reviewed,6283088bf111,"MultiColumnsInput: Indicate that input file must have multiple columns, this is used to detect if the wrong delimiter is used (csv,headerless_csv)",-
InputChannelConfig,input,NbrRowsInRecord,nbr_rows_in_record,FileConfig,int64,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:338,no,0,0,untestable,reviewed,e77a5e0700b0,Nbr of rows in a record (format parquet).,applicable ruled by Michel 2026-08-16 (applicable review): write-side file setting on a file-reading channel.
InputChannelConfig,input,NoQuotes,no_quotes,FileConfig,bool,scalar,-,-,yes,no,-,-,none,corpus,-,no,1,1,pass,reviewed,0026133275cd,"Never quote records on the csv writer, even when a record contains a quote.",-
InputChannelConfig,input,ParquetSchema,parquet_schema,FileConfig,*ParquetSchemaInfo,object,ParquetSchemaInfo,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:340,no,0,0,pass,reviewed,eb2bb25ea51a,Schema of the parquet file; typically populated by JetStore from the input file.,-
InputChannelConfig,input,PutHeadersOnFirstPartition,put_headers_on_first_partition,FileConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:341,no,0,0,untestable,reviewed,78d326e7b58f,Write the header line on the first partition file.,applicable ruled by Michel 2026-08-16 (applicable review): write-side file setting on a file-reading channel.
InputChannelConfig,input,QuoteAllRecords,quote_all_records,FileConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:342,no,0,0,untestable,reviewed,593607f10c5c,Quote every record on the csv writer.,applicable ruled by Michel 2026-08-16 (applicable review): write-side file setting on a file-reading channel.
InputChannelConfig,input,ReadBatchSize,read_batch_size,FileConfig,int64,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:343,no,0,0,pass,reviewed,4392f3b96d5e,ReadBatchSize: nbr of rows to read per record (format: parquet),-
InputChannelConfig,input,ReadDateLayout,read_date_layout,FileConfig,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:344,no,0,0,pass,reviewed,b9cf6410183e,Date layout used to parse dates on read.,-
InputChannelConfig,input,ReorderColumnsOnRead,reorder_columns_on_read,FileConfig,[]int,array,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:345,no,0,0,pass,reviewed,be09a7dbe667,Column positions used to reorder the input columns on read.,-
InputChannelConfig,input,TrimColumns,trim_columns,FileConfig,bool,scalar,-,-,yes,no,-,-,none,corpus,-,no,4,4,pass,reviewed,7e93221597df,Trim whitespace around column values.,-
InputChannelConfig,input,UseLazyQuotes,use_lazy_quotes,FileConfig,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:347,no,0,0,pass,reviewed,bfc0bbd34e30,Tolerant csv quote handling; see csv.NewReader.,-
InputChannelConfig,input,UseLazyQuotesSpecial,use_lazy_quotes_special,FileConfig,bool,scalar,-,-,yes,no,-,-,none,corpus,-,no,13,13,pass,reviewed,d3d63517f8c1,Variant of use_lazy_quotes; see csv.NewReader.,-
InputChannelConfig,input,VariableFieldsPerRecord,variable_fields_per_record,FileConfig,bool,scalar,-,-,yes,no,-,-,none,corpus,-,no,16,16,pass,reviewed,d63b8c552333,Allow a variable number of fields per record; see csv.NewReader.,-
InputChannelConfig,input,WriteDateLayout,write_date_layout,FileConfig,string,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:350,no,0,0,untestable,reviewed,a4a058c80213,Date layout used to format dates on write.,applicable ruled by Michel 2026-08-16 (applicable review): write-side file setting on a file-reading channel.
InputChannelConfig,input,OutputEncoding,output_encoding,FileConfig,string,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:351,no,0,0,untestable,reviewed,434789dad9ee,Character encoding of the output file.,applicable ruled by Michel 2026-08-16 (applicable review): write-side file setting on a file-reading channel.
InputChannelConfig,input,OutputEncodingSameAsInput,output_encoding_same_as_input,FileConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:352,no,0,0,untestable,reviewed,593450241e07,Use the input file's encoding for the output.,applicable ruled by Michel 2026-08-16 (applicable review): write-side file setting on a file-reading channel.
InputChannelConfig,input,Type,type,InputChannelConfig,string,scalar,-,-,yes,yes,-,-,none,validator,jets/compute_pipes/actions_start_common.go:845,no,42,40,untestable,reviewed,e9ea341ea0d2,"The channel type. Range: memory (default), input, stage, generator.","An absent type means memory, so a non-default token must write it."
InputChannelConfig,input,Name,name,InputChannelConfig,string,scalar,-,-,yes,yes,-,-,none,validator,jets/compute_pipes/actions_start_common.go:885,no,42,40,pass,reviewed,c9af0f773edd,The channel name; must be unique across the pipes of a step.,"B.7: not enforced by ValidatePipeSpecConfig (an absent channel is defaulted, an empty name never checked); enforced at DAG build where GetInputChannel resolves the name. Corpus unanimous on presence. B.7 follow-up: ValidatePipeSpecConfig now rejects an unnamed or absent input channel (was DAG-build only), verified against all 49 live configs with no verdict change."
InputChannelConfig,input,SchemaProvider,schema_provider,InputChannelConfig,string,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:764,no,0,0,untestable,reviewed,97e5d98b3fc0,Key of a schema_providers entry; its settings are synced onto this channel.,"For type input this is provided via ComputePipesCommonArgs.SourcesConfig (the input_registry table), not authored on the channel."
